0.00125	0.9948
0.00192	0.9948
0.002	0.9948
0.00209	0.9948
0.00219	0.9948
0.0023	0.9948
0.00242	0.9948
0.00255	0.9948
0.00269	0.9948
0.00285	0.9948
0.00301	0.9948
0.00318	0.9948
0.00338	0.9948
0.00357	0.9948
0.00379	0.9948
0.00403	0.9948
0.00428	0.9948
0.00454	0.9948
0.00481	0.9948
0.0051	0.9948
0.0054	0.9948
0.00573	0.9948
0.00606	0.9948
0.0064	0.9948
0.00675	0.9948
0.00712	0.9948
0.00751	0.9948
0.0079	0.9948
0.00828	0.9948
0.00865	0.9948
0.00904	0.9948
0.00942	0.9948
0.00979	0.9948
0.01018	0.9948
0.01054	0.9948
0.01089	0.9948
0.01122	0.9948
0.01155	0.9948
0.01186	0.9948
0.01218	0.9948
0.01247	0.9948
0.01277	0.9948
0.01304	0.9948
0.01331	0.9948
0.01355	0.9948
0.01379	0.9948
0.01403	0.9948
0.01424	0.9948
0.01445	0.9948
0.01467	0.9948
0.01489	0.9948
0.01506	0.9948
0.01524	0.9948
0.01542	0.9948
0.0156	0.9948
0.01579	0.9948
0.01598	0.9948
0.01617	0.9948
0.01636	0.9948
0.0165	0.9948
0.0167	0.9948
0.0169	0.9948
0.0171	0.9948
0.01735	0.9948
0.01756	0.9948
0.01777	0.9948
0.01803	0.9948
0.01824	0.9948
0.01852	0.9948
0.01874	0.9948
0.01901	0.9948
0.0193	0.9948
0.01958	0.9948
0.01981	0.9948
0.02011	0.9948
0.02041	0.9948
0.02071	0.9948
0.02102	0.9948
0.02133	0.9948
0.02165	0.9948
0.0219	0.9948
0.02223	0.9948
0.02256	0.9948
0.02289	0.9948
0.02324	0.9948
0.02351	0.9948
0.02386	0.9948
0.02421	0.9948
0.0245	0.9948
0.02487	0.9948
0.02523	0.9948
0.02553	0.9948
0.02584	0.9948
0.02622	0.9948
0.02653	0.9948
0.02685	0.9948
0.02717	0.9948
0.02749	0.9948
0.02781	0.9948
0.02814	0.9948
0.02848	0.9948
0.02882	0.9948
0.02916	0.9948
0.0295	0.9948
0.02985	0.9948
0.03021	0.9948
0.03057	0.9948
0.03093	0.9948
0.0313	0.9948
0.03167	0.9948
0.03214	0.9948
0.03252	0.9948
0.0329	0.9948
0.0333	0.9948
0.03369	0.9948
0.03419	0.9948
0.0346	0.9948
0.03511	0.9948
0.03553	0.9948
0.03605	0.9948
0.03648	0.9948
0.03702	0.9948
0.03757	0.9948
0.03813	0.9948
0.0387	0.9948
0.03927	0.9948
0.03986	0.9948
0.04057	0.9948
0.04117	0.9948
0.04178	0.9948
0.04253	0.9948
0.04329	0.9948
0.04393	0.9948
0.04471	0.9948
0.04551	0.9948
0.04632	0.9948
0.04715	0.9948
0.04799	0.9948
0.04885	0.9948
0.04972	0.9948
