0.05076	0.9948
0.05167	0.9948
0.05274	0.9948
0.05368	0.9948
0.0548	0.9948
0.05595	0.9948
0.05695	0.9948
0.05813	0.9948
0.05935	0.9948
0.06058	0.9948
0.06185	0.9948
0.06314	0.9948
0.06445	0.9948
0.0658	0.9948
0.06737	0.9948
0.06877	0.9948
0.07021	0.9948
0.07188	0.9948
0.07338	0.9948
0.07513	0.9948
0.0767	0.9948
0.07853	0.9948
0.08017	0.9948
0.08208	0.9948
0.0838	0.9948
0.0858	0.9948
0.08759	0.9948
0.08968	0.98851
0.09155	0.98851
0.09373	0.98851
0.09569	0.98851
0.09797	0.98851
0.10001	0.98226
0.1021	0.98226
0.10454	0.98226
0.10672	0.97605
0.10894	0.97605
0.11121	0.96987
0.11353	0.96987
0.1159	0.96374
0.11832	0.96374
0.12079	0.95765
0.12331	0.95765
0.12588	0.95159
0.12813	0.94557
0.1308	0.93959
0.13353	0.93959
0.13591	0.93365
0.13874	0.92775
0.14122	0.92188
0.14416	0.91605
0.14674	0.91026
0.1498	0.9045
0.15247	0.8931
0.15519	0.88745
0.15843	0.88184
0.16126	0.87626
0.16462	0.86521
0.16806	0.85974
0.17106	0.8489
0.17462	0.84353
0.17826	0.8329
0.18145	0.8224
0.18523	0.8172
0.18909	0.8069
0.19304	0.79672
0.19765	0.78668
0.20177	0.77676
0.20598	0.76697
0.21089	0.7573
0.21529	0.74302
0.22043	0.73365
0.22569	0.7244
0.23108	0.71075
0.2366	0.70179
0.24224	0.68856
0.24803	0.67988
0.25395	0.66706
0.26001	0.65865
0.267	0.64623
0.27337	0.63405
0.2799	0.6221
0.28743	0.61425
0.29429	0.60268
0.30131	0.59131
0.30942	0.58017
0.3168	0.56923
0.32437	0.56205
0.33211	0.55146
0.34004	0.54106
0.34815	0.53086
0.35646	0.52085
0.3639	0.51429
0.37258	0.50459
0.38036	0.49508
0.38829	0.48884
0.39639	0.47962
0.40465	0.47058
0.41309	0.46465
0.42047	0.45589
0.42924	0.45014
0.4369	0.44166
0.44339	0.43609
0.4513	0.43059
0.458	0.42516
0.46618	0.41715
0.4731	0.41189
0.48013	0.40669
0.48583	0.40157
0.49304	0.3965
0.49889	0.38903
0.5063	0.38412
0.51231	0.37928
0.51839	0.3745
0.52454	0.36744
0.53076	0.36281
0.53706	0.35597
0.54343	0.35148
0.54826	0.34485
0.55477	0.34051
0.56135	0.33409
0.56801	0.32779
0.57306	0.32161
0.57986	0.31555
0.58674	0.3096
0.5937	0.30376
0.59897	0.29804
0.60608	0.29057
0.61327	0.28329
0.62055	0.27619
0.62791	0.26927
0.63536	0.26252
0.6448	0.25594
0.65245	0.24795
0.66019	0.24174
0.67	0.23419
0.67795	0.22688
0.68802	0.2198
0.69823	0.21294
0.70861	0.20498
0.71913	0.19858
0.72981	0.19117
0.74065	0.18403
0.75165	0.17715
0.76282	0.17054
0.77415	0.16417
0.78797	0.15704
0.79967	0.15117
0.81394	0.14461
0.82603	0.13833
0.84078	0.13232
0.85327	0.12657
0.8685	0.12107
0.884	0.11581
0.89978	0.11008
0.91584	0.1053
0.92944	0.10009
0.94604	0.09574
0.96292	0.09101
0.98011	0.0865
1.00055	0.08222
1.01841	0.07815
1.03659	0.07429
1.05509	0.07016
1.07393	0.06669
1.0931	0.06299
1.11589	0.05987
1.13581	0.05655
1.15609	0.05375
1.17672	0.05077
1.20127	0.04795
1.22271	0.04558
1.24453	0.04305
1.26675	0.04066
1.29317	0.0384
1.31625	0.03627
1.33975	0.03426
1.36366	0.03236
1.388	0.03056
1.41695	0.02887
1.44224	0.02726
1.46799	0.02575
1.49419	0.02432
1.52086	0.02283
1.54801	0.02156
1.57564	0.02036
1.60377	0.01923
1.62759	0.01817
1.65664	0.01716
1.68621	0.01621
1.71631	0.01531
1.74181	0.01446
1.7729	0.01374
1.79923	0.01298
1.82595	0.01226
1.85855	0.01158
1.88615	0.01094
1.91417	0.01033
1.9426	0.00982
1.97145	0.00927
2.00074	0.00876
2.03045	0.00827
2.06061	0.00781
2.09122	0.00743
2.12228	0.00701
2.1538	0.00663
2.17936	0.00626
2.21173	0.00591
2.24458	0.00558
2.27121	0.00527
2.30494	0.00498
2.33918	0.0047
2.36693	0.00444
2.40209	0.0042
2.43059	0.00394
2.46669	0.00372
2.50333	0.00349
2.53303	0.0033
2.57066	0.00309
2.60116	0.00292
2.63979	0.00274
2.67111	0.00257
2.70281	0.00242
2.74295	0.00227
2.7755	0.00213
2.81672	0.002
2.85014	0.00187
2.89247	0.00176
2.92679	0.00165
2.96152	0.00155
2.99666	0.00145
3.04117	0.00137
3.07725	0.00128
3.11376	0.0012
3.15071	0.00114
3.18809	0.00107
3.22592	0.00101
3.25458	9.50945E-4
3.2932	8.98172E-4
3.33227	8.48328E-4
3.36188	8.0125E-4
3.39175	7.61601E-4
3.43199	7.19335E-4
3.46249	6.8374E-4
3.49326	6.54041E-4
3.5243	6.21676E-4
3.55561	5.94674E-4
3.5872	5.68844E-4
3.60842	5.47599E-4
3.64049	5.27147E-4
3.66202	5.0746E-4
3.90746	3.55727E-4
